CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,CONSTRUCTION_AGE_BAND,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT
68,87,Bungalow,Semi-Detached,67,86,243,101,2.6,43,1.1,85,43,464,414,97,63,61,Single,Y,NODATA!,,,2104,100,"double glazing, unknown install date",Normal,0,3,3,0,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,2.3,,N,natural,England and Wales: 1967-1975,,
61,71,Flat,Enclosed End-Terrace,66,64,288,298,2.9,43,3,51,35,332,231,144,144,65.78,Unknown,N,Ground,N,3,2603,100,double glazing installed during or after 2002,Normal,0,3,3,56,0,"Electric immersion, off-peak",Very Good,Poor,"Solid, insulated (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Timber frame, as built, insulated (assumed)",Good,Good,"Room heaters, electric",N/A,N/A,(another dwelling above),N/A,N/A,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in 56% of fixed outlets,Good,Good,electricity - this is for backwards compatibility only and should not be used,0,unheated corridor,9,2.25,0,N,"mechanical, extract only",England and Wales: 2003-2006,,
65,74,House,Semi-Detached,61,70,267,202,3.9,45,2.9,78,39,457,377,99,81,87.14,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,1,4,4,0,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Poor,Poor,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.29,0,N,natural,England and Wales: 1967-1975,,
52,71,House,Semi-Detached,47,70,313,169,5.7,60,3.1,88,49,864,500,180,114,95.2,Single,Y,NODATA!,,,2102,100,double glazing installed during or after 2002,Normal,1,4,4,22,0,"From main system, no cylinder thermostat",Average,Average,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 22% of fixed outlets,Poor,Poor,mains gas (not community),0,NO DATA!,,2.47,0,,natural,England and Wales: 1950-1966,9,2
77,79,Flat,Mid-Terrace,81,82,158,146,1.3,28,1.2,69,35,221,226,87,87,46,Single,Y,1st,Y,,2106,100,double glazing installed during or after 2002,Normal,0,2,2,0,0,From main system,Good,Good,(another dwelling below),NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,no corridor,,2.36,,N,natural,England and Wales: 1976-1982,,
67,72,House,End-Terrace,67,73,212,175,2.9,41,2.4,51,38,480,404,83,83,70.6,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,1,5,5,67,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,None,N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 67% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,2.4,0,,natural,England and Wales: 1976-1982,6,4
63,68,House,Mid-Terrace,62,68,259,215,3,50,2.5,48,34,505,446,91,75,60.04,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,4,4,60,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 60% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,2.9,0,,natural,England and Wales: 1900-1929,5,3
75,75,Flat,Detached,74,74,172,172,2.3,30,2.3,67,67,402,402,111,111,76,Single,Y,Ground,N,,2106,100,double glazing installed during or after 2002,Normal,0,3,3,78,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 78% of fixed outlets,Very Good,Very Good,mains gas (not community),0,no corridor,,2.4,,N,natural,England and Wales: 1976-1982,,
61,68,House,End-Terrace,55,63,298,245,4.7,50,3.9,79,49,719,602,102,102,94.6,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,1,5,5,40,0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.3,0,N,natural,England and Wales: 1950-1966,,
54,71,Bungalow,Semi-Detached,48,67,414,256,4.3,69.2,2.7,59,30,617,403,86,76,62.545,Single,Y,NO DATA!,,,2107,100,double glazing installed before 2002,Normal,0,3,3,0,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 25mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 1967-1975,,
69,75,House,Semi-Detached,65,71,236,198,3.4,39,2.8,73,43,489,436,110,96,86.14,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,31,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 31% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.39,0,N,natural,England and Wales: 1930-1949,,
11,31,Flat,Mid-Terrace,34,29,876,1009,4.3,132,4.9,15,16,885,547,118,128,32.52,Single,N,2nd,Y,3,2602,100,"double glazing, unknown install date",Normal,0,1,1,100,0,Electric instantaneous at point of use,Very Poor,Poor,(other premises below),N/A,N/A,Fully double glazed,Average,Average,"Timber frame, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, electric",Very Poor,Poor,Appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity - this is for backwards compatibility only and should not be used,0,unheated corridor,5.1,2.3,0,N,"mechanical, extract only",England and Wales: 1900-1929,,
72,73,House,Mid-Terrace,68,69,247,242,2.6,41.1,2.5,47,29,374,377,76,76,62,Single,Y,NO DATA!,,,2106,0,INVALID!,Normal,0,4,4,40,1,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Single glazed,Very Poor,Very Poor,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 150mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.8,0,N,natural,England and Wales: 1900-1929,,
67,83,House,End-Terrace,65,80,244,131,3,43,1.6,59,59,563,508,88,57,69,Single,Y,NODATA!,,,2104,89,double glazing installed before 2002,Normal,1,4,4,75,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Mostly double glazing,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.59,,N,natural,England and Wales: 1930-1949,,
72,76,Flat,NO DATA!,76,80,187,150,1.7,36,1.3,41,27,301,255,68,69,46.8,Single,Y,1st,Y,,2106,100,double glazing installed before 2002,Normal,0,2,2,50,0,From main system,Good,Good,(other premises below),N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,None,N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),0,no corridor,,2.4,0,,natural,England and Wales: 1976-1982,4,2
56,63,House,Mid-Terrace,49,56,395,337,4.2,66.2,3.6,42,28,537,475,79,68,70.53,Single,Y,NO DATA!,,,2104,50,"double glazing, unknown install date",Normal,1,4,4,50,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Partial double glazing,Poor,Poor,"Cavity wall, as built, partial insulation (assumed)",Average,Average,None,N/A,N/A,"Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.8,0,N,natural,England and Wales: 1900-1929,,
72,72,House,Mid-Terrace,74,74,184,184,2,35,2,32,32,362,362,74,74,56.2,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,3,3,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, with internal insulation",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.7,0,,natural,England and Wales: 1900-1929,6,6
83,84,Flat,Detached,80,80,221,217,1.1,37,1.1,20,14,149,150,97,97,30.4,Single,Y,Ground,N,2,2301,100,double glazing installed during or after 2002,Normal,0,1,1,60,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,(another dwelling above),N/A,N/A,Community scheme,Good,Good,"Flat rate charging, no stat control of room temperature",Very Poor,Very Poor,Low energy lighting in 60% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,heated corridor,,2.4,0,N,natural,England and Wales: 1983-1990,,
52,75,House,Semi-Detached,43,68,339,173,8.3,60,4.3,141,77,1534,980,141,116,140,Single,Y,NODATA!,,,2102,100,"double glazing, unknown install date",Normal,1,5,5,17,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 17% of fixed outlets,Poor,Poor,mains gas (not community),0,NO DATA!,,2.3,,N,natural,England and Wales: 1950-1966,,
81,82,Flat,Detached,75,76,223,214,1.9,33.6,1.8,29,29,137,122,114,114,56.1,dual,N,3rd,N,16,2401,100,double glazing installed during or after 2002,Normal,0,3,3,100,0,"Electric immersion, off-peak",Average,Poor,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"System built, with internal insulation",Good,Good,"Room heaters, electric",N/A,N/A,(another dwelling above),N/A,N/A,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity - this is for backwards compatibility only and should not be used,0,unheated corridor,6,2.3,0,N,natural,England and Wales: 1967-1975,,
93,96,House,Mid-Terrace,92,94,51,33,0.9,10,0.6,88,58,484,489,118,79,90,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,5,5,50,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"System built, with external insulation",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1967-1975,,
77,83,Flat,Semi-Detached,75,81,200,152,2,33,1.5,50,28,220,190,105,85,59,Unknown,Y,4th,Y,5,2106,100,"double glazing, unknown install date",Normal,0,3,3,20,0,From main system,Good,Good,(other premises below),N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 20% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,2,2.2,0,N,natural,England and Wales: 1976-1982,,
61,70,Bungalow,Semi-Detached,57,69,366,269,3,61,2.2,38,25,458,379,137,97,49.15,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,0,3,3,50,0,From main system,Average,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Average,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.29,0,N,natural,England and Wales: 1967-1975,,
57,63,House,Mid-Terrace,49,56,370,314,4.6,62.1,3.9,40,40,702,606,102,89,82.03,Single,Y,NO DATA!,,,2107,90,"double glazing, unknown install date",Normal,2,4,4,90,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Partial double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,Low energy lighting in 90% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.79,0,N,natural,England and Wales: before 1900,,
61,75,House,Semi-Detached,55,71,308,195,4.5,51,2.8,89,44,578,421,195,118,86.64,Single,Y,NO DATA!,,,2102,100,double glazing installed before 2002,Normal,0,5,5,0,0,"From main system, no cylinder thermostat",Average,Average,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 75mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.3,0,N,natural,England and Wales: 1967-1975,,
62,82,House,Mid-Terrace,56,78,271,130,4.6,48,2.2,95,61,836,610,114,77,96,Single,Y,NODATA!,,,2107,100,double glazing installed before 2002,Normal,1,5,5,45,1,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 45% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,2.3,,N,natural,England and Wales: 1930-1949,,
66,70,House,Mid-Terrace,62,65,279,256,3.3,46.4096858,3.1,71,36,497,484,92,87,71.77,Single,Y,NO DATA!,,,2107,100,double glazing installed during or after 2002,Normal,1,3,3,0,0,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, 100 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, TRVs and bypass",Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.63,0,N,natural,England and Wales: 1900-1929,,
75,75,House,End-Terrace,74,74,187,187,2.3,30.8,2.3,37,37,386,386,88,88,73.66,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,100,0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 250mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.3,0,N,natural,England and Wales: 1950-1966,,
54,72,House,Semi-Detached,50,73,322,173,4.3,62,2.3,71,38,555,381,234,98,69.822,Single,Y,NODATA!,,,2102,100,double glazing installed before 2002,Normal,1,4,4,11,0,"From main system, no cylinder thermostat",Poor,Poor,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 11% of fixed outlets,Poor,Poor,mains gas (not community),0,NO DATA!,,2.27,0,,natural,England and Wales: 1976-1982,9,1
34,53,House,End-Terrace,32,49,486,326,6.9,94,4.6,81,40,1034,773,210,110,73.39,Single,Y,NODATA!,,,2104,100,"double glazing, unknown install date",Normal,1,3,3,0,0,"From main system, no cylinder thermostat",Poor,Poor,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,2.85,0,,natural,England and Wales: 1900-1929,8,0
